# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   0.4   1.8e-05   2.4e-05       1      13 []     647     659 ..     647     659 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.8e-05
                        PS00108   1 iiHRDlKPeNiLl 13 
                                    iiHRDlK +NiLl
  O81905|reviewed|Receptor-like 647 IIHRDLKASNILL 659
                                    9***********8 PP

>> Q852N6|reviewed|Calcium-dependent  protein kinase 11|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.1   1.6e-05   2.2e-05       1      13 []     233     245 ..     233     245 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+L+
  Q852N6|reviewed|Calcium-dependent 233 VMHRDLKPENFLF 245
                                        79*********96 PP

>> Q60EY8|reviewed|CBL-interacting  protein kinase 20|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.2     2e-05   2.7e-05       1      13 []     135     147 ..     135     147 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      + HRDlKPeN+L+
  Q60EY8|reviewed|CBL-interacting 135 VYHRDLKPENLLV 147
                                      68*********97 PP

>> Q17850|reviewed|Serine/threonine-protein  kinase pak-1|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.7   1.2   1.9e-05   2.6e-05       1      13 []     410     422 ..     410     422 .. 0.96

  Alignments for each domain:
  == domain 1  score: 21.7 bits;  conditional E-value: 1.9e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               +iHRD+K++NiLl
  Q17850|reviewed|Serine/threonine-protein 410 VIHRDIKSDNILL 422
                                               8***********8 PP

>> P34103|reviewed|Protein  kinase 4|taxID:44689
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.4   0.5   2.4e-05   3.3e-05       1      13 []     798     810 ..     798     810 .. 0.96

  Alignments for each domain:
  == domain 1  score: 21.4 bits;  conditional E-value: 2.4e-05
                  PS00108   1 iiHRDlKPeNiLl 13 
                              ii+RDlKPeN+L+
  P34103|reviewed|Protein 798 IIYRDLKPENLLI 810
                              9***********7 PP

>> O49564|reviewed|Cysteine-rich  receptor-like protein kinase 27|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.4   0.3   2.3e-05   3.1e-05       1      13 []     454     466 ..     454     466 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.4 bits;  conditional E-value: 2.3e-05
                        PS00108   1 iiHRDlKPeNiLl 13 
                                    iiHRDlK++N+Ll
  O49564|reviewed|Cysteine-rich 454 IIHRDLKSSNVLL 466
                                    9***********8 PP

>> Q8LPD9|reviewed|Phototropin|taxID:3055  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.7   0.1   1.9e-05   2.5e-05       2      13 .]     526     537 ..     525     537 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.7 bits;  conditional E-value: 1.9e-05
                                 PS00108   2 iHRDlKPeNiLl 13 
                                             ++RDlKPeNiLl
  Q8LPD9|reviewed|Phototropin|taxID:3055 526 VYRDLKPENILL 537
                                             9**********8 PP

>> Q63454|reviewed|Mitogen-activated  protein kinase 4|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.2   1.7e-05   2.2e-05       1      13 []     119     131 ..     119     131 .. 0.93

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.7e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+Ni++
  Q63454|reviewed|Mitogen-activated 119 VLHRDLKPANIFI 131
                                        79*********97 PP

>> P40417|reviewed|Mitogen-activated  protein kinase ERK-A|taxID:7227
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.0   0.5   1.5e-05     2e-05       1      13 []     158     170 ..     158     170 .. 0.95

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+Ll
  P40417|reviewed|Mitogen-activated 158 VLHRDLKPSNLLL 170
                                        79**********8 PP

>> Q75L42|reviewed|CBL-interacting  protein kinase 17|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.1   1.6e-05   2.2e-05       1      13 []     132     144 ..     132     144 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      + HRDlKPeN+L+
  Q75L42|reviewed|CBL-interacting 132 VYHRDLKPENVLV 144
                                      68*********97 PP

>> Q9XI96|reviewed|Proline-rich  receptor-like protein kinase PERK7|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.6   1.6e-05   2.2e-05       1      13 []     457     469 ..     457     469 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                       PS00108   1 iiHRDlKPeNiLl 13 
                                   iiHRD+K +NiLl
  Q9XI96|reviewed|Proline-rich 457 IIHRDIKASNILL 469
                                   9***********8 PP

>> Q38868|reviewed|Calcium-dependent  protein kinase 9|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.8   0.3   8.2e-06   1.1e-05       1      13 []     211     223 ..     211     223 .. 0.95

  Alignments for each domain:
  == domain 1  score: 22.8 bits;  conditional E-value: 8.2e-06
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+Ll
  Q38868|reviewed|Calcium-dependent 211 VLHRDLKPENFLL 223
                                        79**********8 PP

>> Q9SR87|reviewed|Probable  L-type lectin-domain containing receptor kinase VI.1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.0   0.1   3.1e-05   4.2e-05       1      13 []     491     503 ..     491     503 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.0 bits;  conditional E-value: 3.1e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               ++HRD+KP+N+L+
  Q9SR87|reviewed|Probable 491 VVHRDVKPSNVLI 503
                               79**********7 PP

>> A8WIP6|reviewed|Cyclin-dependent  kinase 20|taxID:7955
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.0   0.5   1.5e-05     2e-05       1      13 []     123     135 ..     123     135 .. 0.96

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i+HRDlKP+N+L+
  A8WIP6|reviewed|Cyclin-dependent 123 IMHRDLKPANLLI 135
                                       89**********7 PP

>> Q9LDM5|reviewed|Putative  cysteine-rich receptor-like protein kinase 31|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.0   0.6   1.5e-05   2.1e-05       1      13 []     460     472 ..     460     472 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiHRD+K +NiLl
  Q9LDM5|reviewed|Putative 460 IIHRDIKASNILL 472
                               9***********8 PP

>> Q9Y7T4|reviewed|Serine/threonine-protein  kinase atg1|taxID:284812
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.0   0.3   6.4e-05   8.7e-05       1      13 []     153     165 ..     153     165 .. 0.94

  Alignments for each domain:
  == domain 1  score: 20.0 bits;  conditional E-value: 6.4e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               +iHRD+KP+N+Ll
  Q9Y7T4|reviewed|Serine/threonine-protein 153 LIHRDVKPQNLLL 165
                                               59**********8 PP

>> Q55CW3|reviewed|Probable  serine/threonine-protein kinase samkA|taxID:44689
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.0   3.0   3.2e-05   4.3e-05       1      13 []     308     320 ..     308     320 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.0 bits;  conditional E-value: 3.2e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiHRD+K++NiLl
  Q55CW3|reviewed|Probable 308 IIHRDIKCDNILL 320
                               9***********8 PP

>> Q9LWM4|reviewed|CBL-interacting  protein kinase 5|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.7   0.2   1.9e-05   2.6e-05       1      13 []     130     142 ..     130     142 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.7 bits;  conditional E-value: 1.9e-05
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      + HRDlKPeN+L+
  Q9LWM4|reviewed|CBL-interacting 130 VYHRDLKPENLLV 142
                                      68*********97 PP

>> Q9ZT07|reviewed|G-type  lectin S-receptor-like serine/threonine-protein kinase RKS1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   0.4   1.8e-05   2.4e-05       1      13 []     636     648 ..     636     648 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.8e-05
                 PS00108   1 iiHRDlKPeNiLl 13 
                             iiHRDlK +NiLl
  Q9ZT07|reviewed|G-type 636 IIHRDLKASNILL 648
                             9***********8 PP

>> P14680|reviewed|Dual  specificity protein kinase YAK1|taxID:559292
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.0   0.9   3.1e-05   4.1e-05       1      13 []     492     504 ..     492     504 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.0 bits;  conditional E-value: 3.1e-05
               PS00108   1 iiHRDlKPeNiLl 13 
                           +iH+DlKPeNiLl
  P14680|reviewed|Dual 492 LIHCDLKPENILL 504
                           59**********8 PP

>> O94487|reviewed|Serine/threonine-protein  kinase ppk35|taxID:284812
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   0.1   2.1e-05   2.9e-05       2      13 .]     282     293 ..     281     293 .. 0.93

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.1e-05
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRDlKPeN+L+
  O94487|reviewed|Serine/threonine-protein 282 MHRDLKPENFLI 293
                                               8**********7 PP

>> Q3U1V8|reviewed|Mitogen-activated  protein kinase kinase kinase 9|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.7     2e-05   2.6e-05       1      13 []     257     269 ..     257     269 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        iiHRDlK++NiL+
  Q3U1V8|reviewed|Mitogen-activated 257 IIHRDLKSSNILI 269
                                        9***********8 PP

>> Q2TAE3|reviewed|Dual  specificity tyrosine-phosphorylation-regulated kinase 1A|taxID:8355
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
